"cc_iso3c","group","sort_order","metric","label","value","incise_average","imputed","description","source"
"BEL","cap",7,"cap_readwork","Reading at work",0.4,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"BGR","cap",7,"cap_readwork","Reading at work",0.5,0.57,"Imputed value","Index of reading skills at work","OECD_2012_SKIL"
"CAN","cap",7,"cap_readwork","Reading at work",0.68,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"CHE","cap",7,"cap_readwork","Reading at work",0.74,0.57,"Imputed value","Index of reading skills at work","OECD_2012_SKIL"
"CHL","cap",7,"cap_readwork","Reading at work",0.52,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"CZE","cap",7,"cap_readwork","Reading at work",0.59,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"DEU","cap",7,"cap_readwork","Reading at work",0.83,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"DNK","cap",7,"cap_readwork","Reading at work",0.72,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"ESP","cap",7,"cap_readwork","Reading at work",0.47,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"EST","cap",7,"cap_readwork","Reading at work",0.81,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"FIN","cap",7,"cap_readwork","Reading at work",0.74,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"FRA","cap",7,"cap_readwork","Reading at work",0.28,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"GBR","cap",7,"cap_readwork","Reading at work",0.68,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"GRC","cap",7,"cap_readwork","Reading at work",0.39,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"HRV","cap",7,"cap_readwork","Reading at work",0.52,0.57,"Imputed value","Index of reading skills at work","OECD_2012_SKIL"
"HUN","cap",7,"cap_readwork","Reading at work",0.51,0.57,"Imputed value","Index of reading skills at work","OECD_2012_SKIL"
"IRL","cap",7,"cap_readwork","Reading at work",0.55,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"ISL","cap",7,"cap_readwork","Reading at work",0.61,0.57,"Imputed value","Index of reading skills at work","OECD_2012_SKIL"
"ISR","cap",7,"cap_readwork","Reading at work",0.19,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"ITA","cap",7,"cap_readwork","Reading at work",0.34,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"JPN","cap",7,"cap_readwork","Reading at work",1,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"KOR","cap",7,"cap_readwork","Reading at work",0.85,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"LTU","cap",7,"cap_readwork","Reading at work",0.05,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"LVA","cap",7,"cap_readwork","Reading at work",0.57,0.57,"Imputed value","Index of reading skills at work","OECD_2012_SKIL"
"MEX","cap",7,"cap_readwork","Reading at work",0.45,0.57,"Imputed value","Index of reading skills at work","OECD_2012_SKIL"
"NLD","cap",7,"cap_readwork","Reading at work",0.69,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"NOR","cap",7,"cap_readwork","Reading at work",0.69,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"NZL","cap",7,"cap_readwork","Reading at work",0.91,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"POL","cap",7,"cap_readwork","Reading at work",0.65,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"PRT","cap",7,"cap_readwork","Reading at work",0.43,0.57,"Imputed value","Index of reading skills at work","OECD_2012_SKIL"
"ROU","cap",7,"cap_readwork","Reading at work",0.61,0.57,"Imputed value","Index of reading skills at work","OECD_2012_SKIL"
"SVK","cap",7,"cap_readwork","Reading at work",0.45,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"SVN","cap",7,"cap_readwork","Reading at work",0.5,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"SWE","cap",7,"cap_readwork","Reading at work",0.68,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"TUR","cap",7,"cap_readwork","Reading at work",0,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"USA","cap",7,"cap_readwork","Reading at work",0.76,0.57,"","Index of reading skills at work","OECD_2012_SKIL"
"AUS","cap",8,"cap_writwork","Writing at work",0.6,0.58,"Imputed value","Index of writing skills at work","OECD_2012_SKIL"
"AUT","cap",8,"cap_writwork","Writing at work",0.68,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"BEL","cap",8,"cap_writwork","Writing at work",0.5,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"BGR","cap",8,"cap_writwork","Writing at work",0.49,0.58,"Imputed value","Index of writing skills at work","OECD_2012_SKIL"
"CAN","cap",8,"cap_writwork","Writing at work",0.65,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"CHE","cap",8,"cap_writwork","Writing at work",0.62,0.58,"Imputed value","Index of writing skills at work","OECD_2012_SKIL"
"CHL","cap",8,"cap_writwork","Writing at work",0.55,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"CZE","cap",8,"cap_writwork","Writing at work",0.63,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"DEU","cap",8,"cap_writwork","Writing at work",0.67,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"DNK","cap",8,"cap_writwork","Writing at work",0.51,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"ESP","cap",8,"cap_writwork","Writing at work",0.71,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"EST","cap",8,"cap_writwork","Writing at work",0.4,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"FIN","cap",8,"cap_writwork","Writing at work",0.53,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"FRA","cap",8,"cap_writwork","Writing at work",0.38,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"GBR","cap",8,"cap_writwork","Writing at work",0.75,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"GRC","cap",8,"cap_writwork","Writing at work",0.38,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"HRV","cap",8,"cap_writwork","Writing at work",0.55,0.58,"Imputed value","Index of writing skills at work","OECD_2012_SKIL"
"HUN","cap",8,"cap_writwork","Writing at work",0.62,0.58,"Imputed value","Index of writing skills at work","OECD_2012_SKIL"
"IRL","cap",8,"cap_writwork","Writing at work",0.75,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"ISL","cap",8,"cap_writwork","Writing at work",0.53,0.58,"Imputed value","Index of writing skills at work","OECD_2012_SKIL"
"ISR","cap",8,"cap_writwork","Writing at work",0.52,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"ITA","cap",8,"cap_writwork","Writing at work",0.58,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"JPN","cap",8,"cap_writwork","Writing at work",0.8,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"KOR","cap",8,"cap_writwork","Writing at work",1,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"LTU","cap",8,"cap_writwork","Writing at work",0.27,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"LVA","cap",8,"cap_writwork","Writing at work",0.47,0.58,"Imputed value","Index of writing skills at work","OECD_2012_SKIL"
"MEX","cap",8,"cap_writwork","Writing at work",0.54,0.58,"Imputed value","Index of writing skills at work","OECD_2012_SKIL"
"NLD","cap",8,"cap_writwork","Writing at work",0.63,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"NOR","cap",8,"cap_writwork","Writing at work",0.45,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"NZL","cap",8,"cap_writwork","Writing at work",0.87,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"POL","cap",8,"cap_writwork","Writing at work",0.57,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"PRT","cap",8,"cap_writwork","Writing at work",0.63,0.58,"Imputed value","Index of writing skills at work","OECD_2012_SKIL"
"ROU","cap",8,"cap_writwork","Writing at work",0.56,0.58,"Imputed value","Index of writing skills at work","OECD_2012_SKIL"
"SVK","cap",8,"cap_writwork","Writing at work",0.78,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"SVN","cap",8,"cap_writwork","Writing at work",0.77,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"SWE","cap",8,"cap_writwork","Writing at work",0.32,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"TUR","cap",8,"cap_writwork","Writing at work",0,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"USA","cap",8,"cap_writwork","Writing at work",0.85,0.58,"","Index of writing skills at work","OECD_2012_SKIL"
"AUS","cap",9,"cap_influence","Influencing",0.66,0.44,"Imputed value","Index of influencing skills at work","OECD_2012_SKIL"
"AUT","cap",9,"cap_influence","Influencing",0.27,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"BEL","cap",9,"cap_influence","Influencing",0.27,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"BGR","cap",9,"cap_influence","Influencing",0.43,0.44,"Imputed value","Index of influencing skills at work","OECD_2012_SKIL"
"CAN","cap",9,"cap_influence","Influencing",0.49,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"CHE","cap",9,"cap_influence","Influencing",0.5,0.44,"Imputed value","Index of influencing skills at work","OECD_2012_SKIL"
"CHL","cap",9,"cap_influence","Influencing",0.65,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"CZE","cap",9,"cap_influence","Influencing",0.15,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"DEU","cap",9,"cap_influence","Influencing",0.17,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"DNK","cap",9,"cap_influence","Influencing",0.65,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"ESP","cap",9,"cap_influence","Influencing",0.27,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"EST","cap",9,"cap_influence","Influencing",0.59,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"FIN","cap",9,"cap_influence","Influencing",0.8,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"FRA","cap",9,"cap_influence","Influencing",0.15,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"GBR","cap",9,"cap_influence","Influencing",0.87,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"GRC","cap",9,"cap_influence","Influencing",0.13,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"HRV","cap",9,"cap_influence","Influencing",0.43,0.44,"Imputed value","Index of influencing skills at work","OECD_2012_SKIL"
"HUN","cap",9,"cap_influence","Influencing",0.42,0.44,"Imputed value","Index of influencing skills at work","OECD_2012_SKIL"
"IRL","cap",9,"cap_influence","Influencing",0.56,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"ISL","cap",9,"cap_influence","Influencing",0.36,0.44,"Imputed value","Index of influencing skills at work","OECD_2012_SKIL"
"ISR","cap",9,"cap_influence","Influencing",0.48,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"ITA","cap",9,"cap_influence","Influencing",0.07,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"JPN","cap",9,"cap_influence","Influencing",0.21,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"KOR","cap",9,"cap_influence","Influencing",0.32,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"LTU","cap",9,"cap_influence","Influencing",0,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"LVA","cap",9,"cap_influence","Influencing",0.56,0.44,"Imputed value","Index of influencing skills at work","OECD_2012_SKIL"
"MEX","cap",9,"cap_influence","Influencing",0.26,0.44,"Imputed value","Index of influencing skills at work","OECD_2012_SKIL"
"NLD","cap",9,"cap_influence","Influencing",0.46,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"NOR","cap",9,"cap_influence","Influencing",0.49,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"NZL","cap",9,"cap_influence","Influencing",1,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"POL","cap",9,"cap_influence","Influencing",0.44,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"PRT","cap",9,"cap_influence","Influencing",0.4,0.44,"Imputed value","Index of influencing skills at work","OECD_2012_SKIL"
"ROU","cap",9,"cap_influence","Influencing",0.36,0.44,"Imputed value","Index of influencing skills at work","OECD_2012_SKIL"
"SVK","cap",9,"cap_influence","Influencing",0.37,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"SVN","cap",9,"cap_influence","Influencing",0.52,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"SWE","cap",9,"cap_influence","Influencing",0.49,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"TUR","cap",9,"cap_influence","Influencing",0.34,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"USA","cap",9,"cap_influence","Influencing",0.99,0.44,"","Index of influencing skills at work","OECD_2012_SKIL"
"AUS","cap",10,"cap_planning","Planning skills",0.71,0.66,"Imputed value","Index of planning skills at work","OECD_2012_SKIL"
"AUT","cap",10,"cap_planning","Planning skills",0.58,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"BEL","cap",10,"cap_planning","Planning skills",0.76,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"BGR","cap",10,"cap_planning","Planning skills",0.72,0.66,"Imputed value","Index of planning skills at work","OECD_2012_SKIL"
"CAN","cap",10,"cap_planning","Planning skills",0.76,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"CHE","cap",10,"cap_planning","Planning skills",0.69,0.66,"Imputed value","Index of planning skills at work","OECD_2012_SKIL"
"CHL","cap",10,"cap_planning","Planning skills",0.69,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"CZE","cap",10,"cap_planning","Planning skills",0.77,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"DEU","cap",10,"cap_planning","Planning skills",0,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"DNK","cap",10,"cap_planning","Planning skills",0.8,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"ESP","cap",10,"cap_planning","Planning skills",0.71,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"EST","cap",10,"cap_planning","Planning skills",0.87,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"FIN","cap",10,"cap_planning","Planning skills",0.61,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"FRA","cap",10,"cap_planning","Planning skills",0.66,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"GBR","cap",10,"cap_planning","Planning skills",1,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"GRC","cap",10,"cap_planning","Planning skills",0.27,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"HRV","cap",10,"cap_planning","Planning skills",0.63,0.66,"Imputed value","Index of planning skills at work","OECD_2012_SKIL"
"HUN","cap",10,"cap_planning","Planning skills",0.61,0.66,"Imputed value","Index of planning skills at work","OECD_2012_SKIL"
"IRL","cap",10,"cap_planning","Planning skills",0.9,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"ISL","cap",10,"cap_planning","Planning skills",0.59,0.66,"Imputed value","Index of planning skills at work","OECD_2012_SKIL"
"ISR","cap",10,"cap_planning","Planning skills",0.68,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"ITA","cap",10,"cap_planning","Planning skills",0.76,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"JPN","cap",10,"cap_planning","Planning skills",0.15,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"KOR","cap",10,"cap_planning","Planning skills",0.41,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"LTU","cap",10,"cap_planning","Planning skills",0.83,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"LVA","cap",10,"cap_planning","Planning skills",0.69,0.66,"Imputed value","Index of planning skills at work","OECD_2012_SKIL"
"MEX","cap",10,"cap_planning","Planning skills",0.53,0.66,"Imputed value","Index of planning skills at work","OECD_2012_SKIL"
"NLD","cap",10,"cap_planning","Planning skills",0.81,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"NOR","cap",10,"cap_planning","Planning skills",0.59,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"NZL","cap",10,"cap_planning","Planning skills",0.86,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"POL","cap",10,"cap_planning","Planning skills",0.93,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"PRT","cap",10,"cap_planning","Planning skills",0.69,0.66,"Imputed value","Index of planning skills at work","OECD_2012_SKIL"
"ROU","cap",10,"cap_planning","Planning skills",0.68,0.66,"Imputed value","Index of planning skills at work","OECD_2012_SKIL"
"SVK","cap",10,"cap_planning","Planning skills",0.64,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"SVN","cap",10,"cap_planning","Planning skills",0.61,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"SWE","cap",10,"cap_planning","Planning skills",0.68,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"TUR","cap",10,"cap_planning","Planning skills",0.44,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"USA","cap",10,"cap_planning","Planning skills",0.76,0.66,"","Index of planning skills at work","OECD_2012_SKIL"
"AUS","cap",11,"cap_taskdisc","Task discretion",0.44,0.54,"Imputed value","Index of task discretion at work","OECD_2012_SKIL"
"AUT","cap",11,"cap_taskdisc","Task discretion",1,0.54,"","Index of task discretion at work","OECD_2012_SKIL"
"BEL","cap",11,"cap_taskdisc","Task discretion",0.87,0.54,"","Index of task discretion at work","OECD_2012_SKIL"
"BGR","cap",11,"cap_taskdisc","Task discretion",0.39,0.54,"Imputed value","Index of task discretion at work","OECD_2012_SKIL"
"CAN","cap",11,"cap_taskdisc","Task discretion",0.58,0.54,"","Index of task discretion at work","OECD_2012_SKIL"
"CHE","cap",11,"cap_taskdisc","Task discretion",0.55,0.54,"Imputed value","Index of task discretion at work","OECD_2012_SKIL"
"CHL","cap",11,"cap_taskdisc","Task discretion",0.41,0.54,"","Index of task discretion at work","OECD_2012_SKIL"
"CZE","cap",11,"cap_taskdisc","Task discretion",0.68,0.54,"","Index of task discretion at work","OECD_2012_SKIL"
"DEU","cap",11,"cap_taskdisc","Task discretion",0.79,0.54,"","Index of task discretion at work","OECD_2012_SKIL"
"DNK","cap",11,"cap_taskdisc","Task discretion",0.89,0.54,"","Index of task discretion at work","OECD_2012_SKIL"
"ESP","cap",11,"cap_taskdisc","Task discretion",0.37,0.54,"","Index of task discretion at work","OECD_2012_SKIL"
"EST","cap",11,"cap_taskdisc","Task discretion",0.46,0.54,"","Index of task discretion at work","OECD_2012_SKIL"
